elements,activities,events,startEvents,endEvents,gateways,lanesAndPools,sequenceFlows,fileName,min,normalized,hasError
18,6,2,1,1,0,2,7,2038393958.meta.json,1,1,0
19,2,7,1,2,1,0,9,203868216.meta.json,0,0.875,1
59,15,3,2,1,5,9,24,2038847708.meta.json,0,0.625,1
48,8,8,1,1,3,4,22,2038900247.meta.json,0,0.75,1
12,4,2,1,1,0,0,5,2039006051.meta.json,1,1,0
61,12,2,1,1,9,0,27,2039078122.meta.json,0,0.875,1
69,11,9,2,4,7,4,25,2039160006.meta.json,0,0.5,1
46,6,8,1,1,4,3,19,2039163067.meta.json,0,0.75,1
48,12,3,1,1,6,3,23,203917251.meta.json,0,0.875,1
119,22,8,1,3,9,5,47,2039343960.meta.json,0,0.375,1
38,10,3,1,2,1,8,13,2039597436.meta.json,0,0.625,1
17,3,2,1,1,2,2,7,2039614913.meta.json,1,1,0
10,3,2,1,1,0,0,4,2039665933.meta.json,1,1,0
77,19,7,4,3,6,7,32,2039671051.meta.json,0,0.5,1
34,13,2,1,1,0,4,14,2039674157.meta.json,1,1,0
51,7,3,1,2,7,6,21,2039679753.meta.json,0,0.625,1
44,11,3,1,2,5,2,22,2039715783.meta.json,0,0.75,1
59,10,5,1,1,4,7,20,2039719427.meta.json,0,0.75,1
33,8,2,1,1,2,3,12,203978807.meta.json,1,1,0
36,5,4,2,1,3,5,11,203981199.meta.json,0,0.75,1
19,3,7,1,3,0,0,8,2039830844.meta.json,0,0.875,1
62,13,4,1,3,6,7,26,2039836398.meta.json,0,0.625,1
72,20,7,2,5,3,4,28,203985736.meta.json,0,0.625,1
10,3,2,1,1,0,0,4,2039857887.meta.json,1,1,0
18,3,3,1,1,0,4,5,2040013432.meta.json,1,1,0
14,3,2,1,1,0,2,4,2040033772.meta.json,1,1,0
20,6,4,1,1,1,0,8,2040048015.meta.json,1,1,0
18,3,3,1,2,1,3,6,2040140914.meta.json,0,0.875,1
8,1,2,1,1,0,2,2,2040224889.meta.json,1,1,0
164,26,25,1,2,16,16,69,2040282405.meta.json,0,0.375,1
1,0,0,0,0,0,0,0,2040313967.meta.json,0,0.75,1
105,21,11,3,8,10,9,35,2040380055.meta.json,0,0.25,1
33,4,5,2,2,0,11,7,2040671760.meta.json,0,0.625,1
24,6,2,1,1,2,0,13,2040782158.meta.json,1,1,0
41,12,2,1,1,3,4,19,204078895.meta.json,0,0.875,1
60,9,12,3,3,3,8,21,2040947330.meta.json,0,0.375,1
59,12,2,1,1,0,0,13,2041012691.meta.json,0,0.875,1
37,11,2,1,1,4,0,19,20410881.meta.json,1,1,0
69,13,6,1,3,3,6,22,2041114611.meta.json,0,0.625,1
20,2,4,2,2,0,4,4,2041124164.meta.json,0,0.75,1
32,7,4,1,1,0,4,10,2041299972.meta.json,1,1,0
61,15,3,1,1,4,9,23,2041365565.meta.json,0,0.75,1
83,16,7,1,4,8,7,33,2041503586.meta.json,0,0.625,1
31,7,4,1,2,2,5,12,2041522139.meta.json,0,0.75,1
1,0,0,0,0,0,0,0,2041540366.meta.json,0,0.75,1
28,5,0,0,0,0,18,1,2041561616.meta.json,0,0.625,1
33,4,2,1,1,0,0,5,20418346.meta.json,1,1,0
118,24,17,3,5,9,8,50,204190765.meta.json,0,0.25,1
50,11,7,2,2,2,4,21,2042121131.meta.json,0,0.625,1
35,7,2,1,1,4,3,14,2042182801.meta.json,1,1,0
14,5,2,1,1,0,0,6,2042262642.meta.json,1,1,0
44,7,4,2,2,4,4,15,2042319456.meta.json,0,0.625,1
173,33,19,1,7,16,10,69,2042344769.meta.json,0,0.25,1
17,3,3,1,2,1,3,6,2042382977.meta.json,0,0.875,1
19,3,6,1,1,0,2,7,2042455226.meta.json,1,1,0
59,8,5,3,0,4,16,16,2042628872.meta.json,0,0.5,1
91,11,4,2,2,16,4,39,2042645348.meta.json,0,0.5,1
13,2,3,3,0,2,2,2,2042673009.meta.json,0,0.75,1
27,9,2,1,1,0,4,11,2042677621.meta.json,1,1,0
64,13,13,3,9,3,4,22,2042815126.meta.json,0,0.5,1
63,18,3,1,2,3,10,16,2042856156.meta.json,0,0.625,1
103,15,21,3,5,11,6,42,204291761.meta.json,0,0.25,1
19,5,2,1,1,2,0,9,204310310.meta.json,1,1,0
13,2,2,1,1,0,0,3,2043356284.meta.json,1,1,0
11,2,2,1,1,0,3,3,2043370730.meta.json,1,1,0
20,4,2,1,1,2,3,8,2043426249.meta.json,1,1,0
73,12,15,5,3,4,6,29,2043859939.meta.json,0,0.375,1
78,20,8,3,3,10,0,38,2044017926.meta.json,0,0.375,1
27,2,7,1,2,2,1,10,2044022508.meta.json,0,0.875,1
25,3,4,1,2,1,3,7,2044299397.meta.json,0,0.875,1
28,7,2,1,1,3,2,13,2044334034.meta.json,1,1,0
38,8,2,1,1,3,0,13,2044509067.meta.json,0,0.875,1
19,5,6,2,2,1,0,8,2044513885.meta.json,0,0.75,1
80,12,19,2,4,4,6,34,2044556727.meta.json,0,0.375,1
59,9,4,1,2,6,7,21,2044629745.meta.json,0,0.625,1
111,21,14,4,7,7,0,34,2044648366.meta.json,0,0.5,1
79,12,8,1,2,6,6,25,2044692712.meta.json,0,0.5,1
34,6,9,2,5,3,0,15,2044793794.meta.json,0,0.625,1
11,0,6,2,2,0,0,4,2044803636.meta.json,0,0.75,1
34,7,2,1,1,4,0,15,2044869862.meta.json,1,1,0
18,3,2,1,1,2,2,8,2045056544.meta.json,1,1,0
78,17,13,5,4,4,6,31,2045156671.meta.json,0,0.375,1
48,13,3,1,2,5,4,22,2045214355.meta.json,0,0.75,1
42,7,5,2,3,1,9,11,2045335500.meta.json,0,0.5,1
26,4,5,0,1,1,4,8,2045345410.meta.json,0,0.875,1
33,5,2,0,0,4,2,12,204539232.meta.json,0,0.75,1
67,7,3,1,1,6,3,20,2045454129.meta.json,0,0.875,1
24,2,7,1,1,1,2,8,2045595857.meta.json,1,1,0
113,22,7,1,4,3,13,31,2045665876.meta.json,0,0.625,1
72,23,3,1,2,3,11,29,2045736720.meta.json,0,0.625,1
57,16,2,1,1,8,0,30,2045748774.meta.json,0,0.875,1
384,67,55,11,17,27,9,148,2045856305.meta.json,0,0,1
73,12,15,5,3,4,6,29,2045899017.meta.json,0,0.375,1
31,7,2,1,1,5,0,16,2045978194.meta.json,1,1,0
67,17,3,1,1,4,12,15,2046052818.meta.json,0,0.75,1
58,10,2,1,1,6,3,20,2046450688.meta.json,0,0.875,1
60,9,9,1,2,5,5,23,204662039.meta.json,0,0.5,1
50,19,4,2,2,6,4,16,2046731886.meta.json,0,0.625,1
23,5,2,1,1,0,2,6,2046765793.meta.json,1,1,0
13,2,2,1,1,1,0,5,2046835033.meta.json,1,1,0
40,8,6,3,3,2,6,14,2046864278.meta.json,0,0.5,1
29,7,5,2,2,0,4,10,2046937725.meta.json,0,0.75,1
24,6,2,1,1,1,5,9,2046981446.meta.json,0,0.875,1
113,18,8,3,4,7,7,30,2047008651.meta.json,0,0.375,1
198,36,25,9,9,9,18,67,2047106650.meta.json,0,0.125,1
27,7,2,1,1,1,6,6,204725137.meta.json,0,0.875,1
10,1,2,1,1,0,4,2,2047387552.meta.json,1,1,0
94,16,23,7,11,0,14,31,2047591326.meta.json,0,0.375,1
57,11,4,2,2,7,5,26,2047613314.meta.json,0,0.5,1
27,4,4,1,2,2,0,9,2047711962.meta.json,0,0.875,1
14,2,2,1,1,1,3,5,2047713488.meta.json,1,1,0
14,1,3,0,1,1,2,4,2047753333.meta.json,0,0.875,1
26,5,2,1,1,4,0,12,2047789316.meta.json,1,1,0
51,4,4,2,2,3,7,11,2047846698.meta.json,0,0.5,1
58,12,3,2,1,4,7,18,2047954160.meta.json,0,0.625,1
6,1,2,1,1,0,0,2,2048062231.meta.json,1,1,0
45,8,4,1,1,5,4,19,2048093467.meta.json,0,0.875,1
65,11,6,2,4,4,6,20,204815719.meta.json,0,0.5,1
119,41,7,1,2,6,5,57,2048186705.meta.json,0,0.375,1
9,1,2,1,1,0,3,2,2048287131.meta.json,1,1,0
26,5,3,1,2,3,2,12,2048337728.meta.json,0,0.875,1
0,0,0,0,0,0,0,0,2048341157.meta.json,0,0.75,1
80,13,13,3,3,3,11,28,2048435171.meta.json,0,0.375,1
166,32,24,9,8,2,12,50,2048513687.meta.json,0,0.125,1
23,5,2,1,1,2,4,9,2048550332.meta.json,1,1,0
16,5,2,0,2,1,0,7,2048624403.meta.json,0,0.75,1
38,4,9,2,4,2,4,13,2048931425.meta.json,0,0.5,1
36,9,3,1,2,5,0,18,2049005842.meta.json,0,0.875,1
7,0,1,0,0,5,0,1,2049512494.meta.json,0,0.75,1
35,6,2,1,1,2,5,10,2049585771.meta.json,0,0.875,1
155,35,4,2,1,7,11,48,2049637812.meta.json,0,0.375,1
77,13,5,2,1,5,2,24,2049686246.meta.json,0,0.75,1
24,5,2,1,1,2,5,9,2049735867.meta.json,0,0.875,1
66,10,9,3,4,3,6,21,2049796126.meta.json,0,0.375,1
22,3,2,0,2,3,0,9,2049805130.meta.json,0,0.75,1
38,8,3,1,2,4,6,14,204986261.meta.json,0,0.625,1
66,13,5,1,4,10,0,31,2049864874.meta.json,0,0.75,1
187,44,24,2,2,13,13,83,2049869937.meta.json,0,0.125,1
2,0,1,1,0,0,0,0,2049941266.meta.json,0,0.875,1
55,10,8,4,4,1,7,16,2050207600.meta.json,0,0.375,1
30,5,3,1,2,2,6,8,2050272982.meta.json,0,0.75,1
36,6,4,2,2,2,6,11,2050564371.meta.json,0,0.625,1
0,0,0,0,0,0,0,0,2050749308.meta.json,0,0.75,1
4,0,0,0,0,0,3,0,2050980896.meta.json,0,0.75,1
91,14,2,1,1,23,0,47,2051108417.meta.json,0,0.625,1
80,11,8,2,3,2,7,22,2051109953.meta.json,0,0.375,1
8,2,2,1,1,0,0,3,205118752.meta.json,1,1,0
109,13,21,5,9,11,5,43,2051223710.meta.json,0,0.25,1
245,55,31,3,4,21,14,110,2051225073.meta.json,0,0,1
12,4,2,1,1,0,0,5,2051375729.meta.json,1,1,0
82,14,14,1,1,4,4,38,2051490643.meta.json,0,0.625,1
66,12,6,2,2,3,9,22,2051514935.meta.json,0,0.5,1
110,19,10,2,2,8,7,38,205166160.meta.json,0,0.25,1
37,6,4,0,1,3,5,16,2051669829.meta.json,0,0.75,1
30,4,7,1,1,3,3,13,2051877984.meta.json,1,1,0
10,3,2,1,1,0,0,4,2051879445.meta.json,1,1,0
55,11,4,2,0,7,3,25,2051973579.meta.json,0,0.625,1
27,7,3,1,2,3,0,13,2052143604.meta.json,0,0.875,1
91,17,11,5,5,4,13,31,2052278301.meta.json,0,0.375,1
50,10,4,2,2,1,4,14,2052410280.meta.json,0,0.625,1
64,14,5,2,1,7,9,27,2052548496.meta.json,0,0.625,1
2,1,0,0,0,0,0,0,2052742267.meta.json,0,0.75,1
48,15,1,1,0,5,4,22,205276118.meta.json,0,0.75,1
35,8,6,1,3,3,0,17,2052982007.meta.json,0,0.875,1
41,4,4,1,1,4,3,13,2053253322.meta.json,0,0.875,1
11,2,2,1,1,0,3,3,205343961.meta.json,1,1,0
22,5,2,1,1,0,8,3,2053513405.meta.json,0,0.875,1
80,13,15,3,3,0,7,23,2053603556.meta.json,0,0.375,1
40,5,7,2,2,2,4,11,2053744020.meta.json,0,0.625,1
26,4,2,1,1,2,7,9,205381610.meta.json,0,0.875,1
210,35,15,2,9,16,6,70,2053965519.meta.json,0,0.125,1
37,8,3,1,2,5,3,17,2053987602.meta.json,0,0.875,1
105,18,8,3,3,9,6,37,2054155857.meta.json,0,0.25,1
121,16,14,1,6,5,9,31,2054183018.meta.json,0,0.5,1
15,4,2,1,1,1,0,7,2054240596.meta.json,1,1,0
45,4,3,1,0,2,3,10,205432983.meta.json,0,0.75,1
69,15,2,1,1,10,7,31,2054350281.meta.json,0,0.75,1
28,2,5,1,1,2,3,9,205440146.meta.json,1,1,0
74,13,9,3,3,7,6,30,2054434373.meta.json,0,0.375,1
62,14,9,3,3,4,4,26,2054508365.meta.json,0,0.5,1
30,7,7,2,2,2,0,14,2054609911.meta.json,0,0.75,1
104,27,9,4,5,6,2,43,2054650885.meta.json,0,0.375,1
51,10,4,1,1,5,0,23,2054762650.meta.json,0,0.875,1
79,11,19,2,2,3,6,30,2054799208.meta.json,0,0.375,1
47,6,4,2,2,0,9,8,2054875265.meta.json,0,0.5,1
38,8,10,2,2,1,0,18,2055051259.meta.json,0,0.5,1
12,1,3,1,2,1,0,4,2055166553.meta.json,0,0.875,1
100,38,4,1,3,3,7,37,2055498410.meta.json,0,0.375,1
88,10,22,2,9,5,8,31,2055545140.meta.json,0,0.375,1
51,14,3,1,0,0,6,11,2055658902.meta.json,0,0.625,1
646,116,56,11,12,38,14,235,2055838229.meta.json,0,0,1
29,6,2,1,1,3,5,12,2055918436.meta.json,0,0.875,1
62,14,2,1,1,8,4,29,2056034657.meta.json,0,0.875,1
31,9,2,2,0,1,6,10,2056130399.meta.json,0,0.625,1
21,0,8,0,0,0,0,12,2056132168.meta.json,0,0.625,1
8,3,1,1,0,0,0,3,2056264219.meta.json,0,0.875,1
30,8,3,1,1,2,0,14,2056331144.meta.json,1,1,0
60,19,2,1,1,3,8,16,2056350210.meta.json,0,0.75,1
67,14,3,1,1,9,5,31,2056412901.meta.json,0,0.75,1
51,12,3,1,2,4,7,20,2056461683.meta.json,0,0.625,1
106,16,16,1,1,5,19,23,2056607867.meta.json,0,0.625,1
36,10,2,1,1,2,6,14,2056758709.meta.json,0,0.875,1
27,7,2,1,1,2,4,8,2056848255.meta.json,1,1,0
209,25,36,1,1,7,0,63,205703930.meta.json,0,0.625,1
27,5,2,1,1,4,4,11,20571820.meta.json,1,1,0
80,17,6,1,5,11,8,36,205718547.meta.json,0,0.5,1
29,8,3,1,2,3,0,14,2057266262.meta.json,0,0.875,1
36,8,9,3,4,2,0,16,2057404180.meta.json,0,0.625,1
21,5,2,1,1,1,4,8,2057476197.meta.json,1,1,0
28,5,5,3,2,1,6,10,2057577714.meta.json,0,0.625,1
104,22,6,1,1,7,4,40,2057663616.meta.json,0,0.75,1
30,8,3,1,2,3,0,15,2057722637.meta.json,0,0.875,1
96,8,31,1,1,5,6,38,2057751362.meta.json,0,0.5,1
34,11,0,0,0,4,0,18,2057779627.meta.json,0,0.75,1
63,13,5,1,3,8,8,26,2057816654.meta.json,0,0.625,1
17,2,0,0,0,2,2,2,2057877667.meta.json,0,0.75,1
28,5,0,0,0,0,18,1,2057931350.meta.json,0,0.625,1
64,28,0,0,0,0,2,24,2057939236.meta.json,0,0.625,1
189,30,26,3,9,15,8,68,2057947461.meta.json,0,0.25,1
26,4,2,1,1,0,0,5,205805621.meta.json,1,1,0
30,4,2,1,1,0,3,5,2058120372.meta.json,1,1,0
79,23,6,1,5,6,4,39,2058122562.meta.json,0,0.625,1
27,6,4,2,2,0,5,8,2058237039.meta.json,0,0.625,1
33,7,5,1,1,2,4,14,2058358603.meta.json,1,1,0
19,2,4,2,2,0,5,4,2058452635.meta.json,0,0.625,1
37,5,5,1,2,1,0,10,2058529681.meta.json,0,0.875,1
9,0,0,0,0,0,8,0,2058640599.meta.json,0,0.625,1
15,2,2,1,1,2,2,6,2058669635.meta.json,1,1,0
8,2,2,1,1,0,0,3,2058849500.meta.json,1,1,0
44,10,3,1,2,6,2,22,2058911114.meta.json,0,0.75,1
45,8,5,4,1,3,8,12,2058913630.meta.json,0,0.625,1
42,9,4,1,3,3,3,16,2058920006.meta.json,0,0.75,1
20,5,3,1,2,1,2,8,2059024645.meta.json,0,0.875,1
21,5,5,2,2,2,0,9,205902926.meta.json,0,0.75,1
52,12,3,1,2,5,6,21,2059058807.meta.json,0,0.625,1
43,8,7,2,3,2,8,13,2059066429.meta.json,0,0.5,1
99,17,15,1,4,6,5,36,2059174023.meta.json,0,0.375,1
22,3,2,1,1,2,1,10,2059205566.meta.json,1,1,0
17,3,2,1,1,2,2,7,2059249341.meta.json,1,1,0
28,7,2,1,1,0,4,8,2059673422.meta.json,1,1,0
0,0,0,0,0,0,0,0,2059778913.meta.json,0,0.75,1
17,2,2,1,1,2,0,6,2059922726.meta.json,1,1,0
43,11,2,1,1,4,4,19,2060217622.meta.json,0,0.875,1
54,10,6,4,2,4,6,19,2060244517.meta.json,0,0.5,1
11,2,2,1,1,1,0,5,2060271319.meta.json,1,1,0
19,5,2,1,1,2,0,9,206042024.meta.json,1,1,0
108,22,6,3,3,8,7,35,2060721062.meta.json,0,0.375,1
88,18,6,1,3,10,6,39,2060822232.meta.json,0,0.5,1
35,10,2,1,1,1,8,8,2060846422.meta.json,0,0.875,1
28,6,9,3,4,1,0,11,2060876815.meta.json,0,0.625,1
21,5,2,1,1,3,0,10,2061099024.meta.json,1,1,0
116,20,9,1,6,6,4,38,206128346.meta.json,0,0.5,1
33,5,8,1,6,3,2,14,2061290972.meta.json,0,0.75,1
45,10,4,1,1,4,2,16,2061292980.meta.json,0,0.875,1
57,7,4,2,2,2,5,12,2061330738.meta.json,0,0.5,1
65,13,3,1,1,6,7,25,2061349174.meta.json,0,0.75,1
0,0,0,0,0,0,0,0,2061412140.meta.json,0,0.75,1
69,19,5,1,2,6,5,31,2061459313.meta.json,0,0.625,1
67,11,9,1,2,5,6,28,2061512780.meta.json,0,0.5,1
55,9,3,1,1,0,3,11,2061637806.meta.json,0,0.875,1
68,9,8,1,0,8,4,29,2061712356.meta.json,0,0.625,1
32,7,3,1,2,3,3,13,206191507.meta.json,0,0.875,1
34,5,8,3,3,0,6,10,2062284165.meta.json,0,0.5,1
45,7,11,2,3,1,4,19,2062444863.meta.json,0,0.5,1
10,3,2,1,1,0,0,4,2062474196.meta.json,1,1,0
114,25,13,3,5,10,7,50,2062541857.meta.json,0,0.25,1
224,47,30,11,9,2,12,68,2062688615.meta.json,0,0.125,1
10,2,2,1,1,0,5,0,2062729742.meta.json,0,0.875,1
69,8,15,2,2,5,5,28,2062761430.meta.json,0,0.375,1
33,5,2,1,1,2,0,9,2062763896.meta.json,1,1,0
14,3,2,1,1,0,4,4,2062881287.meta.json,1,1,0
14,3,2,1,1,0,3,4,2062968273.meta.json,1,1,0
35,5,4,1,2,3,2,12,2063218657.meta.json,0,0.875,1
36,5,2,1,1,3,3,12,2063320767.meta.json,1,1,0
25,2,6,1,0,0,0,3,2063395394.meta.json,0,0.875,1
20,4,4,1,3,2,0,9,2063545736.meta.json,0,0.875,1
69,17,4,1,3,6,7,28,2063724869.meta.json,0,0.625,1
58,14,7,2,2,4,4,25,206376083.meta.json,0,0.625,1
12,4,2,1,1,0,0,5,2063780029.meta.json,1,1,0
43,12,2,1,1,4,5,19,2063853958.meta.json,0,0.75,1
52,10,4,2,2,6,4,21,2064194828.meta.json,0,0.625,1
54,27,0,0,0,0,0,26,2064251878.meta.json,0,0.625,1
93,25,9,4,5,6,8,39,2064306128.meta.json,0,0.25,1
111,16,16,1,1,5,19,23,2064354696.meta.json,0,0.625,1
20,2,2,1,1,2,3,6,2064722747.meta.json,1,1,0
18,5,2,1,1,1,0,9,2064736522.meta.json,1,1,0
32,7,3,2,1,2,5,12,2064760468.meta.json,0,0.75,1
75,19,17,16,1,0,0,38,2064809995.meta.json,0,0.5,1
83,4,6,3,1,1,2,5,2064843529.meta.json,0,0.75,1
125,25,4,1,3,5,11,35,2064892082.meta.json,0,0.5,1
36,9,4,1,3,2,5,15,2065031503.meta.json,0,0.75,1
92,18,5,2,2,7,6,33,2065109784.meta.json,0,0.5,1
27,5,2,1,1,4,3,12,2065454618.meta.json,1,1,0
21,3,3,1,1,2,0,8,2065510179.meta.json,1,1,0
13,1,1,1,0,0,9,1,206554346.meta.json,0,0.75,1
59,7,11,2,1,4,6,23,2065568834.meta.json,0,0.5,1
69,17,2,1,1,10,0,35,2065595972.meta.json,0,0.75,1
18,3,5,1,4,1,0,8,2065648213.meta.json,0,0.875,1
2,0,0,0,0,1,0,0,2065706000.meta.json,0,0.75,1
34,4,6,2,4,2,4,10,2065846965.meta.json,0,0.75,1
54,11,8,2,3,3,5,18,2066063112.meta.json,0,0.375,1
71,9,16,2,3,6,4,33,2066216028.meta.json,0,0.5,1
115,10,4,2,2,24,4,53,2066357450.meta.json,0,0.375,1
8,4,0,0,0,0,0,3,206646140.meta.json,0,0.75,1
27,7,4,2,2,2,0,13,2066623051.meta.json,0,0.75,1
80,14,18,3,6,5,6,27,2066666315.meta.json,0,0.375,1
160,17,32,5,5,5,8,54,2066930019.meta.json,0,0.25,1
34,8,2,1,1,1,6,8,206695462.meta.json,0,0.875,1
30,4,5,1,2,3,4,11,2066986444.meta.json,0,0.875,1
392,57,124,1,26,24,23,179,2067000874.meta.json,0,0.125,1
40,9,2,1,1,9,0,19,2067400597.meta.json,0,0.875,1
358,79,18,5,7,49,14,162,2067470329.meta.json,0,0,1
11,2,3,1,1,0,2,3,2067479986.meta.json,1,1,0
44,16,4,1,1,0,4,19,2067569858.meta.json,0,0.875,1
36,5,5,1,1,3,3,13,2067663001.meta.json,1,1,0
68,7,7,3,2,2,8,16,2067799257.meta.json,0,0.5,1
67,9,13,3,6,3,6,23,2067860904.meta.json,0,0.375,1
31,5,6,2,2,3,0,14,2067877216.meta.json,0,0.75,1
102,23,30,5,8,6,0,44,2067991201.meta.json,0,0.375,1
102,15,17,4,5,7,6,39,2068104488.meta.json,0,0.25,1
15,4,0,0,0,0,4,2,206816543.meta.json,0,0.75,1
28,7,3,1,2,3,0,14,206833378.meta.json,0,0.875,1
51,6,9,1,1,5,6,15,2068455847.meta.json,0,0.625,1
27,5,3,1,2,2,0,10,2068638185.meta.json,0,0.875,1
30,4,2,1,1,2,0,8,2068773322.meta.json,1,1,0
10,3,2,1,1,0,0,4,206879118.meta.json,1,1,0
23,3,5,2,1,0,6,6,2068799422.meta.json,0,0.75,1
68,12,12,3,4,4,7,27,2068800451.meta.json,0,0.375,1
36,7,4,2,2,4,3,15,2068943758.meta.json,0,0.75,1
39,9,2,1,1,5,3,19,2068975408.meta.json,0,0.875,1
76,18,13,2,1,5,5,34,2069019828.meta.json,0,0.5,1
61,8,5,4,1,6,6,18,2069043694.meta.json,0,0.625,1
30,10,2,1,1,0,6,11,2069050788.meta.json,0,0.875,1
153,30,10,1,2,10,6,47,2069116513.meta.json,0,0.375,1
22,3,2,2,0,0,7,4,2069165879.meta.json,0,0.625,1
23,2,4,1,1,0,3,4,2069428222.meta.json,1,1,0
26,4,2,1,1,2,2,9,2069451428.meta.json,1,1,0
10,0,3,1,1,1,0,3,2069527233.meta.json,1,1,0
26,5,5,2,1,2,0,11,2069619333.meta.json,0,0.875,1
21,4,8,4,4,0,0,8,2069733382.meta.json,0,0.625,1
37,7,3,1,1,4,3,15,2069786637.meta.json,1,1,0
14,4,1,1,0,0,4,4,2069808495.meta.json,0,0.875,1
54,9,8,2,2,2,5,18,2069950890.meta.json,0,0.375,1
37,7,5,1,2,4,0,18,2070031122.meta.json,0,0.875,1
68,11,3,1,2,9,7,26,2070135491.meta.json,0,0.625,1
108,28,6,1,3,9,8,44,2070299855.meta.json,0,0.5,1
8,1,3,2,1,0,0,3,207038392.meta.json,0,0.875,1
83,15,12,2,4,4,7,30,2070422394.meta.json,0,0.375,1
56,10,7,2,2,3,6,14,2070425975.meta.json,0,0.5,1
10,1,3,1,1,0,2,3,207046224.meta.json,1,1,0
68,17,14,5,7,3,3,30,2070520734.meta.json,0,0.5,1
41,9,2,1,1,4,5,17,2070634780.meta.json,0,0.75,1
29,7,6,2,4,1,3,8,2070655382.meta.json,0,0.75,1
58,10,9,1,2,6,2,31,2070794697.meta.json,0,0.625,1
50,8,10,3,4,2,7,17,2070799951.meta.json,0,0.375,1
57,11,6,3,3,5,3,22,2070870143.meta.json,0,0.625,1
16,5,2,1,1,0,0,6,207093944.meta.json,1,1,0
73,16,5,1,1,7,4,34,2070947107.meta.json,0,0.875,1
52,7,3,1,2,12,2,27,2071067169.meta.json,0,0.75,1
18,3,2,2,0,1,5,4,2071202396.meta.json,0,0.625,1
41,9,6,2,2,2,4,15,2071258620.meta.json,0,0.625,1
49,12,6,2,4,2,6,14,207133489.meta.json,0,0.5,1
31,12,2,1,1,0,2,14,2071419815.meta.json,1,1,0
25,3,2,1,0,0,15,4,2071472049.meta.json,0,0.75,1
17,4,2,1,1,2,0,8,2071531128.meta.json,1,1,0
35,9,3,1,2,2,3,14,2071664513.meta.json,0,0.875,1
12,1,3,1,2,1,2,4,2071847836.meta.json,0,0.875,1
68,10,13,2,3,3,7,23,2071891813.meta.json,0,0.375,1
114,6,16,3,9,8,8,28,2071913622.meta.json,0,0.375,1
2,1,0,0,0,0,0,0,2072041667.meta.json,0,0.75,1
31,8,2,1,1,4,0,16,2072157091.meta.json,1,1,0
35,4,5,1,1,2,4,11,2072161188.meta.json,1,1,0
44,10,3,1,2,3,5,16,2072343133.meta.json,0,0.625,1
190,35,16,2,7,13,6,67,207244166.meta.json,0,0.125,1
8,3,0,0,0,1,0,3,2072496754.meta.json,0,0.75,1
82,16,4,1,3,6,3,27,2072511309.meta.json,0,0.75,1
26,7,2,1,1,2,0,14,2072539589.meta.json,1,1,0
21,3,2,1,0,2,4,7,2072620919.meta.json,0,0.875,1
16,2,2,1,1,0,2,3,2072633120.meta.json,1,1,0
11,2,2,1,1,0,0,2,2072708087.meta.json,1,1,0
23,2,3,1,1,0,3,4,2072708564.meta.json,1,1,0
12,2,3,1,2,1,0,5,2072727096.meta.json,0,0.875,1
16,3,2,1,1,0,4,4,2072887016.meta.json,1,1,0
58,5,3,1,1,4,2,13,207290287.meta.json,0,0.875,1
8,3,0,0,0,1,0,3,2072944350.meta.json,0,0.75,1
75,7,23,3,3,0,6,27,2073078408.meta.json,0,0.375,1
16,3,2,1,1,0,0,4,2073086220.meta.json,1,1,0
214,34,13,2,2,20,7,75,2073229751.meta.json,0,0,1
63,18,5,1,4,7,0,32,2073233465.meta.json,0,0.75,1
4,0,2,1,1,0,0,1,2073252927.meta.json,1,1,0
114,14,14,4,4,13,9,43,2073277344.meta.json,0,0.25,1
22,4,2,1,1,2,5,8,2073468431.meta.json,0,0.875,1
80,22,2,1,1,11,2,42,2073562434.meta.json,0,0.75,1
8,7,0,0,0,0,0,0,2073729608.meta.json,0,0.75,1
33,10,4,1,2,1,3,14,207393450.meta.json,0,0.875,1
34,8,3,1,2,3,4,15,2074002292.meta.json,0,0.875,1
51,7,9,3,2,5,4,22,2074101631.meta.json,0,0.5,1
53,13,3,1,2,7,2,27,2074138349.meta.json,0,0.75,1
12,0,4,2,1,1,2,4,2074212371.meta.json,0,0.875,1
29,2,5,1,1,2,0,8,207428517.meta.json,1,1,0
34,4,5,1,1,3,6,12,2074324865.meta.json,0,0.875,1
24,4,2,1,1,2,4,8,2074373401.meta.json,1,1,0
12,3,1,1,0,1,2,4,2074465167.meta.json,0,0.875,1
15,3,2,1,1,2,0,7,2074496137.meta.json,1,1,0
54,8,5,1,0,3,5,16,207450347.meta.json,0,0.625,1
2,1,0,0,0,0,0,0,207451298.meta.json,0,0.75,1
68,20,6,3,3,0,8,23,2074556544.meta.json,0,0.5,1
21,5,3,1,0,2,0,10,2074726881.meta.json,0,0.875,1
223,28,26,3,4,31,5,103,2075015229.meta.json,0,0.125,1
18,7,2,1,1,0,0,8,2075220221.meta.json,1,1,0
36,4,9,1,0,0,8,8,2075271675.meta.json,0,0.625,1
62,13,8,1,1,3,5,21,2075417982.meta.json,0,0.625,1
105,13,5,1,2,2,10,21,2075456425.meta.json,0,0.625,1
14,2,2,1,1,1,3,5,2075461560.meta.json,1,1,0
7,2,0,0,0,0,0,1,2075984718.meta.json,0,0.75,1
33,6,9,3,4,1,4,11,2076062198.meta.json,0,0.625,1
84,20,12,6,6,1,12,27,2076191774.meta.json,0,0.375,1
