elements,activities,events,startEvents,endEvents,gateways,lanesAndPools,sequenceFlows,fileName,min,normalized,hasError
37,8,3,2,1,3,6,15,1561991346.meta.json,0,0.75,1
246,17,30,1,1,12,0,60,156202528.meta.json,0,0.625,1
53,13,3,1,2,7,2,27,1562115494.meta.json,0,0.75,1
36,9,3,1,2,5,0,18,1562122274.meta.json,0,0.875,1
32,11,5,5,0,1,0,10,1562399707.meta.json,0,0.75,1
61,14,5,3,2,8,6,27,1562817650.meta.json,0,0.5,1
11,2,2,1,1,0,3,3,1562884601.meta.json,1,1,0
19,5,2,1,1,2,0,9,1562897793.meta.json,1,1,0
13,3,2,1,1,1,1,5,1562908540.meta.json,1,1,0
40,10,1,0,1,1,4,10,1562911389.meta.json,0,0.75,1
40,7,5,3,1,5,8,14,1563003908.meta.json,0,0.625,1
168,25,16,3,4,10,2,52,1563278367.meta.json,0,0.375,1
229,51,19,6,6,18,2,92,156341899.meta.json,0,0.25,1
46,8,11,3,3,1,8,12,1563456793.meta.json,0,0.375,1
41,11,8,3,4,1,2,13,1563570161.meta.json,0,0.5,1
15,0,0,0,0,0,8,0,156357912.meta.json,0,0.625,1
21,4,3,1,1,0,0,5,1563731835.meta.json,1,1,0
119,28,18,5,7,7,12,51,1563800096.meta.json,0,0.25,1
69,12,6,2,2,6,4,25,1563812406.meta.json,0,0.625,1
23,2,8,1,1,2,0,11,1563906593.meta.json,0,0.875,1
4,0,0,0,0,0,3,0,1564114750.meta.json,0,0.75,1
138,25,11,2,2,13,5,55,1564401696.meta.json,0,0.25,1
14,3,3,1,2,1,0,6,1564435784.meta.json,0,0.875,1
16,0,0,0,0,0,6,0,1564505959.meta.json,0,0.625,1
65,9,2,1,1,0,5,10,15646108.meta.json,0,0.75,1
165,32,4,2,1,5,10,31,1564681897.meta.json,0,0.5,1
84,12,15,4,7,3,10,26,1564717390.meta.json,0,0.375,1
17,4,5,1,2,0,0,7,156533028.meta.json,0,0.875,1
80,24,2,1,1,8,8,34,1565349055.meta.json,0,0.75,1
102,23,16,2,8,9,4,46,1565349846.meta.json,0,0.375,1
37,10,3,1,1,2,6,10,1565478566.meta.json,0,0.875,1
122,20,20,3,2,5,15,31,1565497502.meta.json,0,0.375,1
2,0,0,0,0,0,0,0,1565516166.meta.json,0,0.75,1
76,15,7,3,4,5,8,30,1565558457.meta.json,0,0.5,1
50,6,12,2,6,6,2,23,1565697180.meta.json,0,0.5,1
129,23,11,2,3,3,7,40,156583427.meta.json,0,0.25,1
47,5,10,4,6,2,8,13,156606942.meta.json,0,0.375,1
18,2,2,1,1,2,0,6,1566245593.meta.json,1,1,0
23,5,2,1,1,0,0,6,1566253583.meta.json,1,1,0
11,2,2,1,1,1,0,5,1566256373.meta.json,1,1,0
49,7,11,3,3,2,6,19,1566402728.meta.json,0,0.375,1
8,3,1,1,0,0,0,3,1566463050.meta.json,0,0.875,1
115,32,10,4,0,7,7,40,156647481.meta.json,0,0.125,1
3,0,0,0,0,0,2,0,1566635636.meta.json,0,0.75,1
36,8,10,2,3,2,0,15,1566749682.meta.json,0,0.625,1
35,5,2,1,1,0,3,6,1566788518.meta.json,1,1,0
54,14,3,1,2,4,5,27,1566835575.meta.json,0,0.625,1
178,18,34,5,16,9,10,54,1567064002.meta.json,0,0.25,1
11,2,2,1,1,1,0,5,1567196007.meta.json,1,1,0
26,6,2,1,1,4,0,13,156720896.meta.json,1,1,0
62,5,14,1,2,8,3,26,1567214558.meta.json,0,0.625,1
33,7,0,0,0,2,17,6,1567477733.meta.json,0,0.625,1
35,6,4,1,1,2,4,13,1567585302.meta.json,1,1,0
14,3,3,1,1,1,0,6,1567817726.meta.json,1,1,0
105,24,11,11,0,5,21,28,1567838130.meta.json,0,0.375,1
1,0,0,0,0,0,0,0,1567902628.meta.json,0,0.75,1
63,8,9,2,2,3,6,18,1567934430.meta.json,0,0.375,1
56,12,13,6,6,4,0,25,1568047673.meta.json,0,0.5,1
43,11,3,1,2,5,2,21,156807477.meta.json,0,0.75,1
155,21,31,4,9,18,4,66,1568179089.meta.json,0,0.375,1
78,16,6,3,2,6,6,29,1568206019.meta.json,0,0.5,1
70,10,3,1,2,9,2,29,1568542673.meta.json,0,0.75,1
40,6,6,3,3,0,5,8,1568728122.meta.json,0,0.5,1
22,6,2,1,1,0,4,4,1568815934.meta.json,1,1,0
6,5,0,0,0,0,0,0,1569047689.meta.json,0,0.75,1
17,3,4,2,2,0,4,5,1569148893.meta.json,0,0.75,1
56,10,2,1,1,4,0,17,156918674.meta.json,0,0.875,1
21,4,2,1,1,2,2,10,1569207053.meta.json,1,1,0
92,10,11,1,2,4,7,25,1569222218.meta.json,0,0.5,1
141,30,21,6,10,5,14,51,1569316004.meta.json,0,0.25,1
42,8,3,1,2,3,5,14,1569409393.meta.json,0,0.625,1
53,15,4,1,3,3,3,23,1569490236.meta.json,0,0.75,1
48,4,11,2,2,3,4,18,1569490952.meta.json,0,0.5,1
8,2,2,1,1,0,0,3,1569529383.meta.json,1,1,0
0,0,0,0,0,0,0,0,1569629295.meta.json,0,0.75,1
46,3,7,3,2,6,8,16,156966151.meta.json,0,0.5,1
17,4,5,1,2,0,0,7,1569688422.meta.json,0,0.875,1
13,4,2,1,1,0,0,6,1569875452.meta.json,1,1,0
63,10,3,1,2,7,2,22,1570011383.meta.json,0,0.75,1
16,4,3,1,1,1,0,7,1570086414.meta.json,1,1,0
21,4,2,1,1,2,0,8,1570089867.meta.json,1,1,0
121,6,18,12,6,18,24,42,1570175219.meta.json,0,0.25,1
32,7,3,1,2,5,0,16,1570224961.meta.json,0,0.875,1
118,19,25,7,1,3,8,36,157032822.meta.json,0,0.375,1
0,0,0,0,0,0,0,0,1570732161.meta.json,0,0.75,1
75,17,12,2,2,4,4,33,1570743955.meta.json,0,0.5,1
21,3,3,1,2,1,6,6,1570763453.meta.json,0,0.75,1
42,9,4,2,2,0,12,6,1570996935.meta.json,0,0.5,1
13,2,2,1,1,2,0,6,1570998110.meta.json,1,1,0
28,8,3,1,2,1,4,8,1571031379.meta.json,0,0.875,1
57,10,5,1,1,4,7,20,1571071269.meta.json,0,0.75,1
45,6,6,1,1,5,3,19,1571170694.meta.json,0,0.875,1
101,19,19,2,4,9,4,51,1571201514.meta.json,0,0.375,1
20,4,3,1,2,1,2,7,1571317051.meta.json,0,0.875,1
58,7,4,0,1,0,2,10,1571398935.meta.json,0,0.75,1
18,7,0,0,0,0,0,6,1571621046.meta.json,0,0.75,1
12,2,3,1,2,1,0,5,1571689910.meta.json,0,0.875,1
65,19,7,2,1,2,4,26,1571756549.meta.json,0,0.75,1
35,9,7,3,3,3,0,16,1571992689.meta.json,0,0.75,1
582,65,93,1,1,64,23,295,1572059907.meta.json,0,0.25,1
13,2,2,1,1,0,4,3,157211364.meta.json,1,1,0
46,5,12,2,6,4,4,17,1572263405.meta.json,0,0.5,1
35,9,2,1,1,2,2,19,1572446328.meta.json,1,1,0
27,7,2,1,1,2,2,11,1572544953.meta.json,1,1,0
16,2,2,1,1,0,0,3,157287203.meta.json,1,1,0
2,1,0,0,0,0,0,0,1572983855.meta.json,0,0.75,1
55,9,5,1,1,4,6,19,1573144462.meta.json,0,0.75,1
56,15,2,1,1,4,8,15,1573148585.meta.json,0,0.75,1
8,2,2,1,1,0,0,3,1573299364.meta.json,1,1,0
21,5,2,1,1,2,0,11,157346047.meta.json,1,1,0
8,0,0,0,0,0,7,0,157349357.meta.json,0,0.625,1
112,19,13,6,6,6,12,35,1573523556.meta.json,0,0.25,1
61,15,3,1,2,6,6,26,1573561650.meta.json,0,0.625,1
47,6,4,2,2,0,9,8,1573563317.meta.json,0,0.5,1
72,22,2,1,1,4,0,29,157358822.meta.json,0,0.875,1
95,34,4,1,1,10,0,48,1573684365.meta.json,0,0.625,1
17,4,2,2,0,0,4,4,1573751650.meta.json,0,0.75,1
117,36,5,2,3,12,0,63,157380990.meta.json,0,0.375,1
60,11,4,1,1,2,6,10,1573889988.meta.json,0,0.75,1
54,9,3,1,1,4,11,23,157391685.meta.json,0,0.75,1
35,4,4,2,1,2,8,10,1574118847.meta.json,0,0.75,1
55,7,3,1,2,7,3,19,1574225738.meta.json,0,0.75,1
63,16,8,2,6,4,4,28,1574290879.meta.json,0,0.5,1
48,5,3,1,1,2,7,9,1574296.meta.json,0,0.75,1
50,9,8,2,4,5,3,21,1574317512.meta.json,0,0.5,1
35,9,2,1,1,5,0,18,1574453376.meta.json,1,1,0
11,2,2,1,1,0,3,3,1574485578.meta.json,1,1,0
13,3,2,1,1,0,3,4,1574518628.meta.json,1,1,0
51,10,3,2,1,3,8,17,1574571134.meta.json,0,0.625,1
0,0,0,0,0,0,0,0,1574685689.meta.json,0,0.75,1
40,8,2,1,1,3,5,14,157470146.meta.json,0,0.75,1
42,10,4,2,2,6,0,21,1574794359.meta.json,0,0.625,1
71,13,11,4,4,3,9,26,1574810700.meta.json,0,0.375,1
20,6,2,1,1,1,3,7,1574922788.meta.json,1,1,0
103,12,28,16,12,0,0,28,1575053703.meta.json,0,0.5,1
21,0,2,1,1,6,2,10,1575309458.meta.json,1,1,0
56,12,5,2,2,4,5,23,1575384992.meta.json,0,0.5,1
49,9,8,2,2,2,6,18,1575462726.meta.json,0,0.375,1
89,23,13,6,7,6,4,40,1575641128.meta.json,0,0.375,1
8,1,2,0,1,0,0,2,1575681504.meta.json,0,0.875,1
144,31,26,4,8,6,8,60,1575707710.meta.json,0,0.25,1
17,0,0,0,0,0,8,0,1575958965.meta.json,0,0.625,1
37,5,5,2,3,2,6,10,1576022140.meta.json,0,0.625,1
83,15,12,2,8,6,7,30,1576196359.meta.json,0,0.375,1
131,29,3,0,0,8,9,50,1576281561.meta.json,0,0.375,1
87,15,10,2,5,9,7,33,1576441608.meta.json,0,0.375,1
8,2,2,1,1,0,0,3,1576509602.meta.json,1,1,0
85,14,20,2,3,8,3,39,1576589817.meta.json,0,0.375,1
17,4,2,1,1,2,0,8,1576613872.meta.json,1,1,0
107,22,4,2,2,7,14,34,1576692862.meta.json,0,0.5,1
128,28,3,0,0,8,9,49,1576709317.meta.json,0,0.375,1
52,11,5,3,2,6,3,23,1576721033.meta.json,0,0.625,1
41,10,2,0,1,4,2,18,1576943991.meta.json,0,0.75,1
6,2,1,1,0,0,0,2,157757198.meta.json,0,0.875,1
113,25,16,2,4,3,11,36,15781444.meta.json,0,0.25,1
15,3,2,1,1,0,0,5,1578343628.meta.json,1,1,0
111,16,16,1,1,5,19,23,1578475263.meta.json,0,0.625,1
53,4,6,1,5,3,4,13,1578476124.meta.json,0,0.75,1
147,34,12,3,4,14,6,65,1578517574.meta.json,0,0.125,1
22,3,2,1,1,2,0,8,1578571947.meta.json,1,1,0
39,6,5,1,1,0,6,10,1578582048.meta.json,0,0.75,1
89,21,7,1,1,3,19,31,1578804712.meta.json,0,0.75,1
0,0,0,0,0,0,0,0,1578945628.meta.json,0,0.75,1
44,6,4,2,2,0,9,8,1578964671.meta.json,0,0.5,1
8,2,2,1,1,0,0,3,1579078973.meta.json,1,1,0
47,5,2,1,1,3,5,11,1579088138.meta.json,0,0.75,1
70,12,11,2,3,5,4,22,1579144976.meta.json,0,0.5,1
26,5,2,1,1,0,9,6,1579155308.meta.json,0,0.875,1
40,9,2,1,1,6,3,19,1579182428.meta.json,0,0.875,1
19,2,4,2,2,0,5,4,1579198061.meta.json,0,0.625,1
202,36,43,4,21,14,8,82,1579342803.meta.json,0,0.125,1
14,2,2,1,1,0,4,3,1579414467.meta.json,1,1,0
6,1,2,1,1,0,0,2,1579523009.meta.json,1,1,0
38,4,7,2,2,3,4,15,1579546357.meta.json,0,0.625,1
58,13,4,2,2,7,4,28,1579636395.meta.json,0,0.625,1
8,1,2,1,1,0,2,2,1579639706.meta.json,1,1,0
44,15,2,1,1,2,4,20,1579902771.meta.json,0,0.875,1
32,5,3,1,2,3,3,11,1579995073.meta.json,0,0.875,1
30,6,6,2,2,2,0,13,1580079815.meta.json,0,0.75,1
6,1,2,1,1,0,0,2,158009529.meta.json,1,1,0
28,4,3,1,2,5,2,13,1580136128.meta.json,0,0.875,1
52,11,9,2,2,2,5,21,1580245627.meta.json,0,0.375,1
153,15,38,2,10,12,8,61,1580373320.meta.json,0,0.25,1
43,3,4,1,1,3,8,11,1580426237.meta.json,0,0.75,1
96,22,8,2,1,11,6,42,158045461.meta.json,0,0.375,1
56,12,7,2,0,2,8,14,1580541538.meta.json,0,0.5,1
18,9,0,0,0,0,0,8,1580623543.meta.json,0,0.75,1
35,10,2,1,1,0,11,11,1580682950.meta.json,0,0.875,1
63,10,12,3,3,5,6,27,1580801515.meta.json,0,0.375,1
123,20,20,3,2,5,15,31,1580802438.meta.json,0,0.375,1
61,18,7,1,1,6,5,29,1580829881.meta.json,0,0.75,1
52,9,8,2,2,2,6,18,1580863961.meta.json,0,0.375,1
37,7,9,1,5,1,0,15,1580876379.meta.json,0,0.75,1
32,4,3,1,2,6,3,15,1580909489.meta.json,0,0.875,1
101,28,10,2,2,4,6,39,15809598.meta.json,0,0.25,1
8,1,1,1,0,0,4,1,1581186894.meta.json,0,0.875,1
17,4,2,1,1,2,0,8,158121189.meta.json,1,1,0
70,10,13,3,6,4,4,23,1581345047.meta.json,0,0.5,1
236,50,33,9,12,16,9,90,1581586152.meta.json,0,0.125,1
120,25,5,1,3,4,6,30,1581614474.meta.json,0,0.625,1
15,2,4,2,2,0,4,4,1581673814.meta.json,0,0.75,1
16,6,2,1,1,0,0,7,1581692099.meta.json,1,1,0
29,4,2,1,1,3,4,11,1581709770.meta.json,1,1,0
57,8,5,1,1,4,4,19,1581914009.meta.json,0,0.875,1
22,4,2,1,1,4,0,11,1581987744.meta.json,1,1,0
15,3,2,0,2,1,0,4,1582172470.meta.json,0,0.75,1
138,21,30,9,15,6,18,48,1582177859.meta.json,0,0.25,1
23,7,2,1,1,0,3,8,1582227801.meta.json,1,1,0
90,27,4,2,2,7,5,40,1582230538.meta.json,0,0.375,1
2,1,0,0,0,0,0,0,1582233716.meta.json,0,0.75,1
44,7,7,2,2,3,6,17,1582267656.meta.json,0,0.5,1
29,8,0,0,0,2,0,10,1582283189.meta.json,0,0.75,1
70,11,8,1,7,10,2,38,1582327002.meta.json,0,0.5,1
52,11,2,0,0,6,2,26,1582472422.meta.json,0,0.625,1
63,10,11,3,4,3,6,22,1582695236.meta.json,0,0.375,1
31,6,4,1,3,3,4,13,1582775282.meta.json,0,0.875,1
133,29,4,2,1,6,11,39,1582883759.meta.json,0,0.5,1
28,5,0,0,0,0,18,1,1582993173.meta.json,0,0.625,1
90,15,11,3,3,10,6,38,1583088648.meta.json,0,0.25,1
33,5,6,2,2,2,5,11,1583242160.meta.json,0,0.625,1
17,3,3,1,1,2,0,8,1583493034.meta.json,1,1,0
28,3,5,1,1,1,7,9,1583529927.meta.json,0,0.875,1
6,1,2,1,1,0,0,2,1583592952.meta.json,1,1,0
50,11,6,2,3,4,5,21,1583634552.meta.json,0,0.5,1
79,13,5,1,4,5,7,23,1583752685.meta.json,0,0.625,1
79,17,8,2,4,11,4,35,1583956946.meta.json,0,0.375,1
122,15,8,4,4,2,16,24,1584062142.meta.json,0,0.375,1
17,4,1,1,0,2,2,7,158407752.meta.json,0,0.875,1
86,19,16,2,4,6,9,36,1584104839.meta.json,0,0.25,1
38,7,3,1,1,3,4,13,1584108012.meta.json,0,0.875,1
69,10,2,1,1,0,5,10,1584125800.meta.json,0,0.75,1
27,7,2,1,1,2,4,11,158417128.meta.json,1,1,0
277,46,32,3,5,30,7,113,158423501.meta.json,0,0,1
80,12,4,2,2,9,4,32,158451370.meta.json,0,0.625,1
43,8,3,1,2,4,6,14,1584608660.meta.json,0,0.625,1
26,6,4,1,1,2,0,11,158476613.meta.json,1,1,0
63,13,12,3,5,7,4,27,1584781235.meta.json,0,0.5,1
12,3,1,1,0,1,0,4,1584929465.meta.json,0,0.875,1
32,4,8,2,4,2,0,11,1584946700.meta.json,0,0.625,1
66,8,13,4,4,2,7,21,1585046090.meta.json,0,0.375,1
93,22,19,5,8,4,6,37,1585127128.meta.json,0,0.25,1
67,12,16,1,0,2,6,22,1585158321.meta.json,0,0.5,1
41,8,2,1,1,6,4,18,1585230885.meta.json,0,0.875,1
15,3,2,1,1,0,3,4,1585322237.meta.json,1,1,0
30,5,2,1,1,4,0,12,1585388758.meta.json,1,1,0
17,3,5,2,3,1,0,7,1585491911.meta.json,0,0.75,1
131,22,17,6,9,7,8,44,1585843988.meta.json,0,0.25,1
19,4,2,1,1,2,2,8,1585930367.meta.json,1,1,0
74,19,5,2,1,7,9,33,158596669.meta.json,0,0.625,1
53,10,6,2,4,3,10,15,1586283264.meta.json,0,0.5,1
14,3,2,1,1,0,2,4,1586461675.meta.json,1,1,0
41,7,5,0,0,2,6,9,1586656576.meta.json,0,0.5,1
102,12,29,3,5,8,4,43,1587128242.meta.json,0,0.375,1
10,3,1,1,0,1,0,4,1587154112.meta.json,0,0.875,1
14,3,2,1,1,0,3,4,158721989.meta.json,1,1,0
111,10,34,5,7,3,10,40,1587346500.meta.json,0,0.25,1
33,9,2,1,1,4,0,17,1587373637.meta.json,1,1,0
21,4,6,1,2,0,2,7,1587374306.meta.json,0,0.875,1
12,3,1,1,0,1,2,4,158739398.meta.json,0,0.875,1
25,7,3,2,1,1,2,11,1587395264.meta.json,0,0.875,1
26,4,2,0,1,2,4,8,1587516534.meta.json,0,0.875,1
28,4,3,0,0,2,4,10,1587522250.meta.json,0,0.75,1
33,4,5,2,2,0,11,7,1587548957.meta.json,0,0.625,1
44,9,4,1,3,4,4,16,1587569217.meta.json,0,0.75,1
61,11,7,1,1,6,9,26,1587781363.meta.json,0,0.75,1
86,14,0,0,0,17,0,46,158788516.meta.json,0,0.5,1
33,5,3,1,1,1,11,8,1587946167.meta.json,0,0.875,1
47,11,4,1,1,4,7,19,1587972759.meta.json,0,0.75,1
23,5,2,1,1,3,0,12,1587985656.meta.json,1,1,0
47,6,8,2,2,2,4,15,1588302157.meta.json,0,0.5,1
15,3,3,1,0,1,2,5,1588323256.meta.json,0,0.875,1
239,54,3,1,2,22,20,85,1588460268.meta.json,0,0.25,1
61,15,2,1,1,1,7,18,1588511627.meta.json,0,0.75,1
17,3,3,0,1,0,0,4,1588550263.meta.json,0,0.875,1
62,11,5,2,2,6,5,26,1589178862.meta.json,0,0.5,1
1,0,0,0,0,0,0,0,1589255694.meta.json,0,0.75,1
46,9,2,1,1,8,4,22,1589358950.meta.json,0,0.875,1
25,5,4,1,3,3,0,12,1589755959.meta.json,0,0.875,1
22,3,2,1,1,2,3,7,1589785617.meta.json,1,1,0
24,5,0,0,0,0,6,4,1589847085.meta.json,0,0.625,1
51,8,4,1,3,8,2,28,1589856194.meta.json,0,0.75,1
36,6,6,1,2,4,3,16,1589907504.meta.json,0,0.875,1
10,1,2,1,1,0,2,2,1590073059.meta.json,1,1,0
43,6,4,2,2,0,9,7,1590140302.meta.json,0,0.5,1
16,4,2,1,1,0,0,5,1590240724.meta.json,1,1,0
12,1,2,1,1,0,2,2,159027336.meta.json,1,1,0
23,4,5,1,4,1,2,9,1590333867.meta.json,0,0.875,1
13,3,4,1,2,0,0,5,1590398886.meta.json,0,0.875,1
22,4,3,1,2,1,2,7,159048288.meta.json,0,0.875,1
35,3,2,1,1,0,0,4,1590588941.meta.json,1,1,0
23,7,2,1,1,2,0,11,1590746509.meta.json,1,1,0
16,4,1,1,0,2,2,6,1590746780.meta.json,0,0.875,1
91,23,6,2,1,3,9,33,1590747428.meta.json,0,0.625,1
9,0,0,0,0,0,8,0,159084663.meta.json,0,0.625,1
19,4,2,1,1,0,2,2,1590977062.meta.json,1,1,0
44,12,3,1,2,2,3,17,1591073955.meta.json,0,0.75,1
61,7,2,1,1,4,10,14,1591425074.meta.json,0,0.75,1
41,8,4,2,2,0,5,10,1591515897.meta.json,0,0.5,1
8,1,2,1,1,0,0,2,1591559870.meta.json,1,1,0
0,0,0,0,0,0,0,0,1591585547.meta.json,0,0.75,1
47,7,9,4,5,1,8,13,1591617905.meta.json,0,0.375,1
49,10,4,1,1,3,5,19,1591693396.meta.json,0,0.75,1
129,19,24,2,15,14,5,57,1591752340.meta.json,0,0.25,1
101,22,6,1,4,6,8,35,1591768362.meta.json,0,0.5,1
66,12,12,2,2,1,6,22,1591907429.meta.json,0,0.375,1
41,10,5,1,4,3,5,14,1592014007.meta.json,0,0.625,1
6,1,2,1,1,0,0,2,1592100154.meta.json,1,1,0
49,14,3,1,2,4,4,20,159212768.meta.json,0,0.75,1
52,9,6,1,1,4,5,19,1592150287.meta.json,0,0.75,1
26,2,6,1,2,0,4,7,1592176338.meta.json,0,0.875,1
53,10,5,1,1,5,6,16,1592196536.meta.json,0,0.75,1
51,9,13,1,7,3,2,21,1592270417.meta.json,0,0.625,1
87,13,16,2,7,3,10,27,1592283142.meta.json,0,0.375,1
105,17,21,4,5,9,6,42,1592308528.meta.json,0,0.25,1
117,9,15,4,5,6,8,32,1592370943.meta.json,0,0.375,1
41,6,8,1,4,5,0,18,1592373073.meta.json,0,0.625,1
17,6,2,1,1,1,0,7,1592464875.meta.json,1,1,0
44,12,3,1,2,4,3,21,1592496792.meta.json,0,0.75,1
12,2,2,1,1,0,2,3,1592661658.meta.json,1,1,0
53,10,14,6,4,1,5,18,1592692541.meta.json,0,0.375,1
68,17,4,1,2,6,7,29,1592798655.meta.json,0,0.625,1
29,6,3,1,2,2,6,9,159282234.meta.json,0,0.75,1
18,2,2,1,1,0,2,3,1593016349.meta.json,1,1,0
2,0,1,1,0,0,0,0,159304951.meta.json,0,0.875,1
30,4,2,1,1,0,8,5,1593220529.meta.json,0,0.875,1
53,13,9,2,4,2,0,22,1593396733.meta.json,0,0.5,1
33,4,5,1,1,2,4,11,1593418302.meta.json,1,1,0
46,13,2,1,1,2,6,11,1593465486.meta.json,0,0.75,1
14,2,2,1,1,0,3,3,1593492143.meta.json,1,1,0
54,12,4,3,1,2,10,19,1593569908.meta.json,0,0.625,1
24,6,2,1,1,2,2,11,1593691417.meta.json,1,1,0
23,6,2,1,1,1,2,9,1593725397.meta.json,1,1,0
86,19,12,5,7,3,5,30,159373.meta.json,0,0.375,1
42,12,2,1,1,4,3,20,1593772272.meta.json,0,0.875,1
59,10,10,4,3,0,10,16,1593780587.meta.json,0,0.375,1
109,23,18,2,8,8,4,48,1593838162.meta.json,0,0.375,1
108,19,20,1,3,5,6,42,1593945208.meta.json,0,0.375,1
11,2,2,1,1,0,3,3,1593959920.meta.json,1,1,0
38,7,8,3,3,2,3,12,1593961105.meta.json,0,0.5,1
15,3,2,1,1,2,0,7,1594076502.meta.json,1,1,0
14,1,3,1,1,2,0,6,1594143350.meta.json,1,1,0
100,13,17,1,2,3,9,33,159416634.meta.json,0,0.5,1
30,5,6,2,3,2,5,10,1594256351.meta.json,0,0.625,1
44,8,3,1,2,4,3,20,1594320641.meta.json,0,0.75,1
15,3,5,1,2,0,0,6,1594340758.meta.json,0,0.875,1
42,9,2,1,1,2,5,13,1594376577.meta.json,0,0.75,1
25,5,5,2,2,0,2,8,1594407373.meta.json,0,0.75,1
44,6,4,2,2,0,9,8,1594486427.meta.json,0,0.5,1
64,15,10,2,2,3,4,29,1594660153.meta.json,0,0.5,1
72,16,5,2,3,7,8,27,1594684037.meta.json,0,0.5,1
89,21,15,2,2,3,8,30,1595034264.meta.json,0,0.375,1
36,3,6,1,5,5,2,17,1595415904.meta.json,0,0.875,1
26,7,1,1,0,1,4,8,1595486564.meta.json,0,0.875,1
43,9,2,1,1,4,10,16,159556217.meta.json,0,0.75,1
18,3,2,1,1,2,0,7,1595571688.meta.json,1,1,0
52,8,5,1,1,4,4,19,1595609528.meta.json,0,0.875,1
6,1,2,1,1,0,0,2,159568413.meta.json,1,1,0
177,34,8,0,1,17,9,71,1595757219.meta.json,0,0.25,1
13,2,2,1,1,0,3,3,1595980544.meta.json,1,1,0
23,5,4,2,2,0,5,7,1596222641.meta.json,0,0.625,1
66,10,3,1,2,2,6,14,1596348602.meta.json,0,0.625,1
43,4,6,2,3,1,4,9,1596350510.meta.json,0,0.625,1
12,2,2,1,1,0,3,3,159661442.meta.json,1,1,0
0,0,0,0,0,0,0,0,1596629474.meta.json,0,0.75,1
26,6,2,1,1,1,4,9,1596726732.meta.json,1,1,0
145,36,10,4,5,8,6,50,1596931170.meta.json,0,0.125,1
55,11,3,2,1,5,8,19,159702407.meta.json,0,0.625,1
29,3,4,1,1,1,7,7,1597274204.meta.json,0,0.875,1
69,10,2,1,1,4,0,18,1597286388.meta.json,0,0.875,1
37,7,7,0,1,3,0,17,1597317420.meta.json,0,0.875,1
322,58,36,2,2,29,6,138,1597512168.meta.json,0,0,1
32,6,6,2,3,1,4,10,1597567545.meta.json,0,0.75,1
37,8,3,2,1,3,6,15,1597586583.meta.json,0,0.75,1
63,6,4,2,2,0,8,8,1597645424.meta.json,0,0.5,1
32,4,12,0,3,3,0,15,1597673930.meta.json,0,0.625,1
12,3,3,1,1,0,0,5,1597890091.meta.json,1,1,0
30,6,2,1,1,3,5,11,1597951923.meta.json,0,0.875,1
32,6,6,2,3,0,8,9,159804836.meta.json,0,0.625,1
35,9,4,1,1,2,4,15,1598135422.meta.json,1,1,0
17,5,2,1,1,0,3,6,1598314153.meta.json,1,1,0
40,7,8,2,4,2,3,15,1598412005.meta.json,0,0.5,1
23,6,2,1,1,1,4,5,1598468306.meta.json,1,1,0
35,13,2,1,1,1,2,16,1598542165.meta.json,1,1,0
46,8,4,2,2,1,10,8,1598590192.meta.json,0,0.5,1
54,8,2,1,1,2,7,12,159861458.meta.json,0,0.75,1
18,5,2,1,1,2,0,8,1598721004.meta.json,1,1,0
28,1,5,3,2,4,0,12,1598765421.meta.json,0,0.75,1
79,10,13,4,4,6,13,27,1598845770.meta.json,0,0.375,1
78,12,7,4,3,5,12,27,1598911733.meta.json,0,0.5,1
34,8,2,1,0,3,0,18,159911883.meta.json,0,0.875,1
47,4,11,2,3,3,4,18,1599278566.meta.json,0,0.5,1
0,0,0,0,0,0,0,0,1599306664.meta.json,0,0.75,1
95,32,6,1,5,5,8,42,1599317222.meta.json,0,0.375,1
51,7,14,2,5,0,8,13,1599333566.meta.json,0,0.375,1
46,8,5,2,1,5,6,17,1599343054.meta.json,0,0.625,1
74,19,5,1,1,4,5,28,1599467602.meta.json,0,0.75,1
229,30,50,3,7,19,4,108,159954139.meta.json,0,0.25,1
8,1,0,0,0,0,0,0,1599587564.meta.json,0,0.75,1
0,0,0,0,0,0,0,0,1599682335.meta.json,0,0.75,1
93,20,7,3,2,5,15,32,1599755847.meta.json,0,0.5,1
35,6,4,1,1,4,4,14,1599758409.meta.json,1,1,0
40,6,9,1,2,2,4,13,1599796208.meta.json,0,0.625,1
6,1,1,1,0,1,0,2,1599817573.meta.json,0,0.875,1
35,6,5,1,3,5,3,15,1599860888.meta.json,0,0.875,1
154,42,11,1,5,10,6,66,1599984036.meta.json,0,0.25,1
30,6,5,2,2,2,0,14,1600070353.meta.json,0,0.75,1
43,7,7,1,2,0,0,12,1600076242.meta.json,0,0.75,1
23,5,7,3,3,1,0,9,1600260192.meta.json,0,0.75,1
83,21,3,3,0,9,12,37,1600261484.meta.json,0,0.375,1
56,15,2,1,1,5,2,25,1600298086.meta.json,0,0.875,1
31,8,6,2,3,3,0,14,1600318235.meta.json,0,0.75,1
42,8,8,3,5,2,6,13,1600477666.meta.json,0,0.375,1
106,16,14,0,4,7,0,52,1600478617.meta.json,0,0.375,1
94,25,13,6,7,6,4,43,1600775205.meta.json,0,0.375,1
24,3,2,1,1,0,2,4,1601176190.meta.json,1,1,0
52,6,4,0,0,5,5,17,1601438150.meta.json,0,0.5,1
32,6,6,2,3,0,8,9,1601511179.meta.json,0,0.625,1
