fileName,min,normalized
1179814310.meta.json,1,1,
1179822269.meta.json,1,1,
117982406.meta.json,0,0.375,
1179960911.meta.json,0,0.5,
1180124297.meta.json,0,0.75,
1180168927.meta.json,1,1,
1180186837.meta.json,0,0.125,
1180326947.meta.json,0,0.75,
1180394237.meta.json,1,1,
1180508002.meta.json,0,0.75,
1180800051.meta.json,0,0.625,
1180803515.meta.json,0,0.75,
1180911060.meta.json,0,0.75,
1180946358.meta.json,0,0.375,
1180998122.meta.json,0,0.875,
1181051454.meta.json,0,0.75,
1181070203.meta.json,1,1,
1181107040.meta.json,0,0.5,
1181175274.meta.json,0,0.75,
118119366.meta.json,0,0.5,
1181313383.meta.json,0,0.875,
1181398379.meta.json,0,0.5,
1181447691.meta.json,1,1,
1181563056.meta.json,1,1,
1181660092.meta.json,0,0.125,
1181741165.meta.json,0,0.5,
1181823490.meta.json,0,0.125,
1181855665.meta.json,0,0.75,
1181901031.meta.json,0,0.75,
1181992870.meta.json,1,1,
1182064388.meta.json,0,0.75,
11823167.meta.json,0,0.875,
11823204.meta.json,0,0.75,
1182460499.meta.json,0,0.5,
1182515569.meta.json,0,0.875,
1182642778.meta.json,0,0.625,
1182664994.meta.json,1,1,
1182774792.meta.json,1,1,
1182808714.meta.json,0,0.25,
118300657.meta.json,0,0.875,
1183167064.meta.json,0,0.875,
118316708.meta.json,0,0.625,
1183247771.meta.json,0,0.375,
1183275938.meta.json,0,0.5,
1183280737.meta.json,0,0.75,
1183370365.meta.json,0,0.875,
1183374669.meta.json,0,0.75,
118347093.meta.json,0,0.875,
1183491226.meta.json,0,0.75,
1183734576.meta.json,0,0.875,
1183831713.meta.json,0,0.5,
1183870542.meta.json,0,0.875,
1183894400.meta.json,0,0.875,
1184016709.meta.json,0,0.875,
1184100545.meta.json,0,0.75,
118414119.meta.json,0,0.75,
1184202768.meta.json,0,0.625,
1184251599.meta.json,1,1,
11843131.meta.json,0,0.5,
118435333.meta.json,0,0.5,
118435353.meta.json,1,1,
1184467137.meta.json,0,0.75,
1184477293.meta.json,0,0.75,
1184522526.meta.json,0,0.375,
1184610375.meta.json,0,0.875,
1184729665.meta.json,0,0.625,
1184791637.meta.json,0,0.875,
1184975912.meta.json,0,0.625,
1184978208.meta.json,0,0.875,
1185010422.meta.json,0,0.875,
1185064277.meta.json,0,0.125,
1185113949.meta.json,0,0.875,
1185184218.meta.json,0,0.375,
1185281247.meta.json,0,0.625,
1185324200.meta.json,0,0.875,
1185377187.meta.json,0,0.25,
1185486645.meta.json,0,0.5,
1185560931.meta.json,0,0.5,
1185584148.meta.json,0,0.625,
1185638069.meta.json,0,0.75,
1185652261.meta.json,0,0.75,
1185738106.meta.json,1,1,
1186029787.meta.json,0,0.625,
1186333222.meta.json,0,0.75,
1186374204.meta.json,0,0.375,
1186377611.meta.json,0,0.875,
1186483291.meta.json,0,0.875,
1186698678.meta.json,0,0.75,
1186818757.meta.json,1,1,
1187137764.meta.json,0,0.75,
1187263169.meta.json,0,0.625,
1187344985.meta.json,0,0.875,
1187418132.meta.json,0,0.5,
1187503880.meta.json,0,0.875,
1187535090.meta.json,0,0.625,
1187573733.meta.json,1,1,
1187688287.meta.json,1,1,
1187781216.meta.json,0,0.25,
1187846535.meta.json,0,0.75,
1187961017.meta.json,0,0.625,
1188104361.meta.json,0,0.375,
1188157819.meta.json,0,0.625,
118830670.meta.json,1,1,
1188409566.meta.json,1,1,
1188474268.meta.json,0,0.5,
1188525144.meta.json,0,0.5,
1188579335.meta.json,0,0,
1188863542.meta.json,0,0.875,
1189064266.meta.json,0,0.875,
1189079744.meta.json,0,0.25,
1189173557.meta.json,0,0.625,
1189188073.meta.json,0,0.75,
1189274348.meta.json,1,1,
1189472496.meta.json,0,0.625,
1189656170.meta.json,1,1,
1189659954.meta.json,0,0.75,
1189699194.meta.json,0,0.375,
1189825820.meta.json,0,0.375,
1189851556.meta.json,0,0.75,
1189864397.meta.json,0,0.625,
1189938879.meta.json,0,0.875,
1189979458.meta.json,0,0.625,
1189981543.meta.json,0,0.25,
1190223551.meta.json,0,0.875,
1190287113.meta.json,0,0.875,
1190399461.meta.json,0,0.625,
1190421416.meta.json,1,1,
1190537403.meta.json,0,0.375,
1190659553.meta.json,0,0.25,
1190990160.meta.json,0,0.875,
1191054966.meta.json,1,1,
1191188856.meta.json,1,1,
1191287264.meta.json,0,0.625,
1191408267.meta.json,0,0.25,
1191442280.meta.json,1,1,
1191452944.meta.json,0,0.875,
1191455609.meta.json,0,0.875,
119149806.meta.json,1,1,
1191577751.meta.json,0,0.375,
1191781060.meta.json,0,0.25,
119182638.meta.json,0,0.125,
1191880700.meta.json,0,0.75,
1191894198.meta.json,0,0.375,
1192280578.meta.json,0,0.75,
1192603207.meta.json,0,0.375,
119260533.meta.json,0,0.625,
1192653070.meta.json,0,0.75,
1192689539.meta.json,0,0.875,
1192827116.meta.json,0,0.875,
1193002955.meta.json,0,0.75,
1193176259.meta.json,0,0.625,
1193270233.meta.json,0,0.5,
1193353161.meta.json,0,0.875,
1193394725.meta.json,1,1,
1193472892.meta.json,0,0.25,
1193484473.meta.json,0,0,
1193552598.meta.json,1,1,
1193682096.meta.json,1,1,
1193699903.meta.json,1,1,
1193790069.meta.json,0,0.875,
1194113163.meta.json,0,0.875,
1194292220.meta.json,0,0.75,
1194358857.meta.json,1,1,
1194463540.meta.json,0,0.75,
1194546694.meta.json,1,1,
1194674976.meta.json,0,0.5,
1194708094.meta.json,0,0.625,
1194778356.meta.json,0,0.625,
1194886044.meta.json,1,1,
1194974699.meta.json,1,1,
1195070307.meta.json,0,0.625,
1195286382.meta.json,0,0.5,
1195484083.meta.json,0,0.25,
1195545368.meta.json,0,0.625,
1195567359.meta.json,0,0.75,
1195598418.meta.json,0,0.375,
1195732254.meta.json,0,0.875,
1195900410.meta.json,0,0.875,
1195937088.meta.json,1,1,
1196313480.meta.json,0,0.875,
1196518607.meta.json,0,0.625,
1196559989.meta.json,1,1,
1196737422.meta.json,1,1,
1196916118.meta.json,1,1,
1196985437.meta.json,1,1,
1197088748.meta.json,0,0.5,
1197139534.meta.json,0,0.75,
1197187092.meta.json,0,0.375,
1197236368.meta.json,0,0.75,
1197375677.meta.json,0,0.625,
1197415898.meta.json,1,1,
1197430916.meta.json,0,0.125,
1197502275.meta.json,0,0.875,
1197647716.meta.json,0,0.875,
1197797109.meta.json,0,0.875,
1197868411.meta.json,0,0.875,
1197950040.meta.json,0,0.875,
1198104121.meta.json,0,0.125,
1198496208.meta.json,1,1,
1198504592.meta.json,0,0.875,
1198567881.meta.json,0,0.875,
1198577744.meta.json,0,0.75,
1198589106.meta.json,1,1,
1198717652.meta.json,0,0.875,
119873682.meta.json,0,0.75,
1198831713.meta.json,0,0.875,
119885654.meta.json,0,0.375,
1198866499.meta.json,0,0.75,
1198906443.meta.json,1,1,
1198906677.meta.json,0,0.75,
1198954243.meta.json,1,1,
1199118129.meta.json,1,1,
1199121009.meta.json,0,0.125,
1199208049.meta.json,0,0.5,
1199305372.meta.json,0,0.375,
119934353.meta.json,0,0.875,
1199385395.meta.json,0,0.625,
1199410956.meta.json,0,0.375,
1199620344.meta.json,0,0.375,
1199747145.meta.json,0,0.5,
119978286.meta.json,1,1,
1199906434.meta.json,0,0.875,
1200058158.meta.json,0,0.75,
1200084752.meta.json,0,0.5,
1200095123.meta.json,0,0.75,
1200164819.meta.json,1,1,
1200242990.meta.json,0,0.375,
1200334053.meta.json,0,0.875,
1200342432.meta.json,0,0.5,
1200502149.meta.json,0,0.125,
12005525.meta.json,1,1,
1200594957.meta.json,1,1,
1200807876.meta.json,0,0.75,
1200920973.meta.json,0,0.75,
1200993877.meta.json,0,0.875,
1201119030.meta.json,1,1,
1201133546.meta.json,0,0.375,
1201151772.meta.json,0,0.625,
1201198762.meta.json,0,0.875,
1201323929.meta.json,1,1,
1201341841.meta.json,0,0.625,
1201381519.meta.json,0,0.875,
1201530790.meta.json,1,1,
1201737052.meta.json,0,0.875,
1202185216.meta.json,0,0.25,
12022237.meta.json,0,0.75,
1202352282.meta.json,1,1,
1202420538.meta.json,1,1,
1202458409.meta.json,0,0.875,
1202636127.meta.json,0,0.875,
1202783745.meta.json,1,1,
1203017791.meta.json,0,0.375,
1203056481.meta.json,0,0.375,
1203080808.meta.json,0,0.625,
1203162838.meta.json,1,1,
1203253814.meta.json,0,0.875,
1203407925.meta.json,0,0.75,
1203411296.meta.json,1,1,
1203475857.meta.json,0,0.625,
1203613118.meta.json,1,1,
1203754246.meta.json,0,0.875,
1203916741.meta.json,0,0.625,
1203958964.meta.json,0,0.5,
120399365.meta.json,0,0.125,
1204018287.meta.json,1,1,
1204110744.meta.json,0,0.5,
1204188753.meta.json,0,0.75,
1204238873.meta.json,1,1,
1204472263.meta.json,0,0.75,
1204492000.meta.json,0,0.75,
1204707537.meta.json,1,1,
1204756547.meta.json,0,0.75,
1204789666.meta.json,0,0.25,
1204891892.meta.json,0,0.75,
120491528.meta.json,0,0.625,
1204997819.meta.json,0,0.75,
1205025738.meta.json,0,0.875,
1205055726.meta.json,0,0.75,
1205062650.meta.json,0,0.625,
1205307298.meta.json,1,1,
1205311588.meta.json,0,0.5,
1205479500.meta.json,0,0.875,
1205588343.meta.json,0,0.625,
1205613073.meta.json,1,1,
1205789261.meta.json,1,1,
1205815307.meta.json,0,0.875,
1205839717.meta.json,0,0.5,
1206073475.meta.json,0,0.5,
1206074201.meta.json,0,0.75,
1206192597.meta.json,0,0.5,
1206205153.meta.json,0,0.875,
1206274741.meta.json,0,0.625,
1206345333.meta.json,1,1,
1206511276.meta.json,0,0.875,
1206572641.meta.json,0,0.125,
1206630092.meta.json,0,0.375,
1206650348.meta.json,0,0.625,
1206659427.meta.json,0,0.375,
1206709051.meta.json,0,0.75,
1206754522.meta.json,0,0.5,
1206858082.meta.json,0,0.875,
1206883330.meta.json,0,0.625,
120704995.meta.json,0,0.5,
1207495933.meta.json,0,0.625,
1207614737.meta.json,0,0.875,
1207651606.meta.json,1,1,
1207663624.meta.json,0,0.375,
1207759168.meta.json,0,0.5,
1208137166.meta.json,0,0.625,
120815770.meta.json,0,0.625,
1208272458.meta.json,0,0.625,
1208274528.meta.json,0,0.375,
1208495827.meta.json,0,0.75,
1208761731.meta.json,0,0.375,
1208931752.meta.json,0,0.625,
1209159417.meta.json,0,0.75,
1209792448.meta.json,0,0.5,
120982910.meta.json,0,0.625,
1210034201.meta.json,0,0.5,
1210138950.meta.json,0,0.5,
1210358644.meta.json,0,0.625,
1210384468.meta.json,0,0.375,
1210447344.meta.json,0,0.75,
1210542456.meta.json,0,0.625,
1210622887.meta.json,0,0.25,
1210632755.meta.json,0,0.75,
1210644245.meta.json,1,1,
1210758494.meta.json,0,0.625,
1210852921.meta.json,0,0.75,
121101353.meta.json,0,0.75,
1211013580.meta.json,0,0.75,
1211168406.meta.json,0,0.625,
1211509125.meta.json,0,0.875,
1211548973.meta.json,0,0.875,
1211904755.meta.json,0,0.875,
1212005080.meta.json,1,1,
1212012731.meta.json,1,1,
1212039853.meta.json,0,0.375,
1212097762.meta.json,0,0.5,
1212105435.meta.json,0,0.75,
1212116526.meta.json,0,0.75,
1212225780.meta.json,1,1,
1212374173.meta.json,0,0,
121249047.meta.json,0,0.875,
1212533736.meta.json,1,1,
1212619916.meta.json,0,0.625,
1212779115.meta.json,0,0.875,
1212989979.meta.json,1,1,
1213119539.meta.json,0,0.25,
1213131081.meta.json,0,0.75,
1213198831.meta.json,1,1,
1213236837.meta.json,0,0.75,
121323771.meta.json,0,0.875,
1213344352.meta.json,0,0.375,
1213463621.meta.json,0,0.75,
1213478009.meta.json,0,0.875,
1213486275.meta.json,1,1,
1213556354.meta.json,1,1,
1213635518.meta.json,0,0.5,
1214089164.meta.json,0,0.75,
121414776.meta.json,0,0.375,
1214191003.meta.json,0,0.875,
1214221837.meta.json,0,0.375,
121426015.meta.json,0,0.875,
1214290279.meta.json,0,0.75,
1214354727.meta.json,0,0.875,
1214360420.meta.json,0,0.75,
1214542569.meta.json,0,0.75,
1214565357.meta.json,0,0.125,
1214837839.meta.json,0,0.875,
1214974370.meta.json,0,0.875,
1215129533.meta.json,0,0.5,
1215208873.meta.json,0,0.375,
1215215790.meta.json,0,0.75,
1215338073.meta.json,0,0.625,
1215601625.meta.json,0,0.875,
1215689750.meta.json,0,0.875,
1215716249.meta.json,1,1,
1216033244.meta.json,1,1,
1216108046.meta.json,0,0.625,
1216144971.meta.json,0,0.5,
1216614064.meta.json,1,1,
1217189555.meta.json,0,0.25,
1217568835.meta.json,0,0.25,
1217638219.meta.json,1,1,
1217782573.meta.json,0,0.625,
1217893455.meta.json,0,0.75,
121790572.meta.json,1,1,
121794840.meta.json,0,0.5,
1218108243.meta.json,0,0.875,
1218303823.meta.json,0,0.625,
121847941.meta.json,1,1,
1218564254.meta.json,0,0.625,
1218611277.meta.json,0,0.375,
1218819571.meta.json,1,1,
1218876721.meta.json,0,0.625,
1218908310.meta.json,0,0.375,
1219076918.meta.json,0,0.875,
1219123681.meta.json,0,0.875,
1219266743.meta.json,0,0.5,
12193342.meta.json,0,0.625,
1219351397.meta.json,0,0.75,
1219375789.meta.json,0,0.375,
1219524466.meta.json,0,0.875,
1219556038.meta.json,1,1,
1219667330.meta.json,1,1,
1219883005.meta.json,0,0.625,
122020534.meta.json,0,0.625,
1220258551.meta.json,0,0.625,
1220396937.meta.json,0,0.625,
1220405647.meta.json,0,0.875,
1220471210.meta.json,0,0.75,
1220665114.meta.json,0,0.5,
1220728091.meta.json,1,1,
1220977918.meta.json,1,1,
1221069964.meta.json,0,0.625,
1221094577.meta.json,0,0.75,
1221218853.meta.json,0,0.5,
1221275680.meta.json,0,0.5,
1221361617.meta.json,0,0.25,
122158440.meta.json,0,0.75,
1221604046.meta.json,0,0.75,
1221625391.meta.json,1,1,
1221641256.meta.json,0,0.375,
1221753848.meta.json,0,0.125,
1221836003.meta.json,1,1,
1222050917.meta.json,0,0.5,
1222297028.meta.json,0,0.75,
1222382400.meta.json,1,1,
1222576678.meta.json,0,0.875,
1222620191.meta.json,0,0.375,
1222702335.meta.json,0,0.625,
1222945627.meta.json,0,0.75,
1223077363.meta.json,0,0.625,
1223087848.meta.json,1,1,
1223105150.meta.json,0,0.5,
1223130572.meta.json,0,0.5,
1223274120.meta.json,0,0.75,
1223286314.meta.json,0,0.875,
122335486.meta.json,0,0.375,
1223403133.meta.json,0,0.25,
1223868379.meta.json,1,1,
1224023278.meta.json,0,0.125,
1224026256.meta.json,1,1,
1224166119.meta.json,1,1,
1224346428.meta.json,0,0.625,
122439253.meta.json,0,0.875,
1224508521.meta.json,0,0.75,
122457020.meta.json,0,0.5,
1224748381.meta.json,0,0.75,
1224824894.meta.json,1,1,
1225055299.meta.json,0,0.875,
12251171.meta.json,0,0.25,
1225346098.meta.json,1,1,
1225409612.meta.json,0,0.375,
1225412372.meta.json,1,1,
1225467575.meta.json,0,0.625,
1225498878.meta.json,0,0.875,
1225917394.meta.json,0,0.375,
1226026581.meta.json,1,1,
1226032864.meta.json,1,1,
1226133062.meta.json,0,0.625,
1226135608.meta.json,0,0.75,
1226214858.meta.json,0,0.875,
1226293125.meta.json,1,1,
1226516203.meta.json,0,0.75,
1226735548.meta.json,0,0.75,
1226759344.meta.json,0,0.5,
1226819856.meta.json,0,0.625,
1226918279.meta.json,0,0.5,
122707904.meta.json,0,0.875,
1227207943.meta.json,1,1,
1227233880.meta.json,0,0.625,
1227370023.meta.json,0,0.875,
122737759.meta.json,0,0,
1227426477.meta.json,0,0,
1227443863.meta.json,0,0.5,
1227453500.meta.json,0,0.5,
1227535964.meta.json,0,0.625,
1227951357.meta.json,0,0.875,
1228013387.meta.json,0,0.75,
1228041030.meta.json,0,0.75,
1228468932.meta.json,0,0.875,
122848555.meta.json,0,0.5,
1228634603.meta.json,1,1,
1228894415.meta.json,0,0.875,
1229042696.meta.json,0,0.375,
1229159683.meta.json,0,0.5,
1229190702.meta.json,0,0.25,
1229200560.meta.json,0,0.25,
1229276912.meta.json,0,0.75,
1229380355.meta.json,0,0.75,
1229470889.meta.json,0,0.875,
1229475421.meta.json,0,0.75,
1229614840.meta.json,0,0.875,
1229980442.meta.json,0,0.75,
1230127358.meta.json,0,0.75,
1230131324.meta.json,0,0.625,
1230151808.meta.json,0,0.625,
1230190255.meta.json,1,1,
1230239027.meta.json,1,1,
1230342588.meta.json,0,0.625,
1230343551.meta.json,0,0.625,
1230406442.meta.json,0,0.875,
1230506678.meta.json,0,0.5,
1230521393.meta.json,0,0.75,
1230624742.meta.json,1,1,
123066774.meta.json,0,0.875,
1230876351.meta.json,0,0.625,
1231053675.meta.json,0,0.625,
1231169370.meta.json,0,0.875,
1231252047.meta.json,0,0.875,
1231752944.meta.json,0,0.875,
1232050155.meta.json,0,0.75,
123276873.meta.json,0,0.625,
1232854574.meta.json,0,0.875,
1232962416.meta.json,0,0.875,
1233139390.meta.json,0,0.5,
1233246402.meta.json,0,0.5,
1233259631.meta.json,0,0.5,
1233301594.meta.json,0,0.125,
1233350554.meta.json,0,0.375,
1233431981.meta.json,1,1,
1233457290.meta.json,0,0.75,
1233504968.meta.json,0,0.625,
1233701158.meta.json,1,1,
1233804974.meta.json,0,0.625,
1233918664.meta.json,0,0.75,
123401366.meta.json,0,0.5,
1234085306.meta.json,0,0.75,
1234181672.meta.json,0,0.75,
1234254324.meta.json,0,0.5,
1234405527.meta.json,1,1,
1234469408.meta.json,1,1,
1234506742.meta.json,0,0.875,
1234599455.meta.json,0,0.75,
1234684967.meta.json,0,0.75,
1234824243.meta.json,0,0.5,
1234851764.meta.json,0,0.875,
1234916109.meta.json,0,0.875,
1235263468.meta.json,0,0.75,
1235391044.meta.json,0,0.75,
1235450591.meta.json,0,0.875,
1235528016.meta.json,0,0.875,
123554673.meta.json,0,0.75,
1235889590.meta.json,0,0.25,
1235925705.meta.json,0,0.75,
1236356077.meta.json,0,0.75,
1236366176.meta.json,0,0.875,
1236406888.meta.json,0,0.875,
1236450760.meta.json,0,0.75,
1236626935.meta.json,0,0.375,
1236724619.meta.json,0,0.625,
1236743060.meta.json,1,1,
1236767267.meta.json,1,1,
123677438.meta.json,0,0.125,
1236805002.meta.json,0,0.125,
1237112962.meta.json,0,0.875,
1237268472.meta.json,0,0.625,
1237429978.meta.json,0,0.75,
1237501896.meta.json,1,1,
1237515171.meta.json,0,0.375,
1237624683.meta.json,1,1,
1237639027.meta.json,1,1,
1237664930.meta.json,0,0.5,
1237845851.meta.json,0,0.75,
1237974668.meta.json,0,0.625,
1238162035.meta.json,1,1,
1238611366.meta.json,0,0.5,
1238687514.meta.json,0,0.875,
1238717516.meta.json,0,0.625,
1238720898.meta.json,0,0.625,
1238839614.meta.json,0,0.375,
1239007214.meta.json,0,0.625,
1239035611.meta.json,0,0.375,
1239113044.meta.json,0,0.875,
1239192138.meta.json,0,0.75,
1239294679.meta.json,1,1,
1239440062.meta.json,1,1,
1239521244.meta.json,0,0.75,
123955524.meta.json,0,0.625,
1239633710.meta.json,0,0.5,
1239837463.meta.json,1,1,
1239898514.meta.json,0,0.875,
1240095335.meta.json,0,0.5,
1240098864.meta.json,0,0.625,
1240216591.meta.json,0,0.25,
1240305271.meta.json,1,1,
1240340222.meta.json,0,0.625,
1240361890.meta.json,0,0.75,
1240542853.meta.json,1,1,
1240565826.meta.json,0,0.75,
1240579053.meta.json,0,0.625,
1240627208.meta.json,0,0.125,
1240669035.meta.json,0,0.375,
1240889197.meta.json,0,0.875,
1240964948.meta.json,0,0.75,
1241042198.meta.json,0,0.5,
1241249804.meta.json,0,0.75,
1241264123.meta.json,0,0.875,
1241411005.meta.json,0,0.875,
1241431287.meta.json,0,0.375,
1241530680.meta.json,0,0.875,
1241705271.meta.json,1,1,
1241729278.meta.json,0,0.625,
1241818889.meta.json,1,1,
1241956040.meta.json,0,0.5,
124200277.meta.json,0,0.75,
1242088132.meta.json,0,0.625,
1242278167.meta.json,0,0.75,
1242291029.meta.json,0,0.5,
124233973.meta.json,0,0.5,
1242358504.meta.json,0,0.75,
1242371929.meta.json,0,0.25,
1242376251.meta.json,0,0.625,
1242407983.meta.json,0,0.875,
1242485258.meta.json,0,0.375,
1242687185.meta.json,0,0.875,
1242724686.meta.json,0,0.625,
1242740755.meta.json,0,0.75,
124287715.meta.json,0,0.375,
124295644.meta.json,0,0,
1242957185.meta.json,0,0.875,
1242966858.meta.json,0,0.75,
1242968192.meta.json,0,0.625,
1243147948.meta.json,0,0.875,
1243273297.meta.json,0,0.125,
1243395831.meta.json,0,0.5,
1243443996.meta.json,0,0.625,
1243499600.meta.json,0,0.625,
1243519305.meta.json,1,1,
1243950635.meta.json,0,0.75,
1243959050.meta.json,1,1,
1244056463.meta.json,0,0.875,
1244121130.meta.json,0,0.875,
1244208584.meta.json,0,0.25,
1244230468.meta.json,0,0.875,
1244350189.meta.json,0,0.5,
1244424155.meta.json,0,0.375,
1244484376.meta.json,0,0.75,
1244643492.meta.json,1,1,
124470101.meta.json,1,1,
1244790616.meta.json,0,0.75,
1245035956.meta.json,0,0.5,
1245168118.meta.json,0,0.75,
1245224787.meta.json,0,0.375,
1245292329.meta.json,0,0.75,
1245685793.meta.json,1,1,
1245823542.meta.json,0,0.75,
1245850260.meta.json,0,0.875,
1245902052.meta.json,0,0.75,
1245980565.meta.json,0,0.5,
1245992519.meta.json,0,0.375,
1246063323.meta.json,0,0.75,
1246185569.meta.json,0,0.5,
1246352595.meta.json,0,0.875,
1246503298.meta.json,0,0.875,
1246575429.meta.json,0,0.75,
1246632033.meta.json,0,0.625,
1246642531.meta.json,0,0.625,
1246678232.meta.json,0,0.875,
1246774905.meta.json,0,0.875,
1246804363.meta.json,0,0.75,
1246826032.meta.json,1,1,
1246909837.meta.json,0,0.5,
1246942807.meta.json,1,1,
1246957024.meta.json,0,0.5,
1246998203.meta.json,0,0.875,
1247075655.meta.json,0,0.375,
1247085615.meta.json,0,0.75,
1247139680.meta.json,0,0.75,
1247146572.meta.json,0,0.625,
1247157728.meta.json,0,0.75,
1247163220.meta.json,1,1,
1247222147.meta.json,0,0.25,
1247346145.meta.json,0,0.375,
1247360384.meta.json,0,0.875,
1247366586.meta.json,0,0.25,
1247544236.meta.json,1,1,
1247598775.meta.json,0,0.625,
124770517.meta.json,0,0.75,
1247906409.meta.json,0,0.875,
1248171630.meta.json,0,0.625,
1248174954.meta.json,0,0.25,
1248327371.meta.json,0,0.5,
1248513822.meta.json,0,0.875,
1248932297.meta.json,0,0.75,
1249029217.meta.json,0,0.5,
1249036188.meta.json,0,0.5,
1249135369.meta.json,0,0.75,
1249266241.meta.json,0,0.75,
1249395099.meta.json,1,1,
1249419825.meta.json,0,0.625,
1249536207.meta.json,0,0.75,
1249588092.meta.json,0,0.375,
1249686927.meta.json,1,1,
1249699578.meta.json,0,0.875,
1249817806.meta.json,1,1,
124993043.meta.json,0,0.5,
1249980281.meta.json,0,0.5,
125004378.meta.json,0,0.375,
1250100615.meta.json,0,0.375,
1250297402.meta.json,0,0.625,
1250317082.meta.json,0,0.375,
1250350347.meta.json,0,0.5,
1250472991.meta.json,0,0.5,
1250584026.meta.json,1,1,
1250991121.meta.json,1,1,
1251081332.meta.json,0,0.875,
1251162276.meta.json,0,0.75,
1251275753.meta.json,1,1,
1251397152.meta.json,0,0.5,
1251410087.meta.json,0,0.75,
1251640386.meta.json,0,0.5,
1251675918.meta.json,0,0.75,
1251771682.meta.json,0,0.625,
125181019.meta.json,0,0.5,
1251859848.meta.json,1,1,
125219180.meta.json,0,0.5,
1252925988.meta.json,0,0.875,
1252967411.meta.json,0,0.625,
1253220499.meta.json,0,0.75,
1253275060.meta.json,0,0.75,
1253309230.meta.json,0,0.25,
1253574752.meta.json,0,0.5,
1253576124.meta.json,0,0.5,
1253935216.meta.json,0,0.25,
1254107872.meta.json,0,0.75,
1254221941.meta.json,0,0.5,
1254360815.meta.json,0,0.875,
1254522097.meta.json,1,1,
125460031.meta.json,0,0.375,
1254673399.meta.json,1,1,
125478520.meta.json,0,0.25,
1254870267.meta.json,0,0.625,
1255208774.meta.json,1,1,
1255258473.meta.json,0,0.75,
1255436591.meta.json,0,0.75,
1255447772.meta.json,1,1,
1255476199.meta.json,0,0.5,
1255496408.meta.json,0,0.75,
1255610559.meta.json,0,0.375,
1255721759.meta.json,0,0.5,
1255747402.meta.json,0,0.75,
1255823490.meta.json,0,0.75,
1255948727.meta.json,0,0.5,
125605787.meta.json,0,0.875,
1256082137.meta.json,0,0.875,
1256222858.meta.json,0,0.875,
1256285190.meta.json,0,0.75,
125637825.meta.json,0,0.875,
1256384165.meta.json,1,1,
1256390279.meta.json,0,0.875,
1256484797.meta.json,1,1,
1256598965.meta.json,1,1,
125679449.meta.json,0,0.25,
1256895629.meta.json,1,1,
1256920289.meta.json,0,0.375,
1256961507.meta.json,1,1,
1256963577.meta.json,0,0.875,
1256980212.meta.json,1,1,
1256992798.meta.json,0,0.75,
1257142300.meta.json,0,0.5,
1257302140.meta.json,1,1,
1257424801.meta.json,0,0.625,
1257575535.meta.json,0,0.875,
1257791619.meta.json,0,0.875,
1257862946.meta.json,0,0.875,
1257877191.meta.json,1,1,
1258031962.meta.json,0,0.375,
1258065611.meta.json,0,0.875,
1258214943.meta.json,0,0.25,
1258237260.meta.json,0,0.5,
1258241820.meta.json,1,1,
125836195.meta.json,0,0.75,
1258383085.meta.json,0,0.75,
1258497613.meta.json,0,0.875,
1258568198.meta.json,0,0.375,
125873919.meta.json,0,0.75,
1259004082.meta.json,0,0.75,
1259149851.meta.json,0,0.375,
1259182097.meta.json,0,0.25,
1259553431.meta.json,0,0.75,
1259709832.meta.json,0,0.75,
1259812245.meta.json,0,0.375,
1259823197.meta.json,0,0.875,
1259969330.meta.json,0,0.375,
126017829.meta.json,0,0.5,
1260188696.meta.json,0,0.5,
1260269304.meta.json,1,1,
1260460801.meta.json,0,0.875,
1260759535.meta.json,1,1,
1260790721.meta.json,0,0.25,
1260840713.meta.json,0,0.75,
1260875114.meta.json,0,0.875,
126142320.meta.json,0,0.375,
1261497271.meta.json,0,0.75,
1261586387.meta.json,1,1,
1261642973.meta.json,1,1,
1261715346.meta.json,0,0.25,
1261745030.meta.json,0,0.75,
1261764794.meta.json,0,0.75,
1262229653.meta.json,1,1,
1262283719.meta.json,1,1,
1262547659.meta.json,0,0.625,
1262603038.meta.json,0,0.25,
1262643640.meta.json,1,1,
1262938829.meta.json,0,0.875,
1263002940.meta.json,0,0.75,
1263109701.meta.json,0,0.875,
1263118466.meta.json,0,0.75,
1263238599.meta.json,0,0.75,
1263257522.meta.json,1,1,
1263379673.meta.json,0,0.875,
1263639598.meta.json,0,0.25,
1263674705.meta.json,1,1,
1263793752.meta.json,0,0.875,
1263880376.meta.json,0,0.875,
1264038469.meta.json,0,0.375,
1264042605.meta.json,0,0.25,
1264162094.meta.json,0,0.25,
1264216167.meta.json,0,0.875,
1264216957.meta.json,0,0.875,
1264284858.meta.json,0,0.625,
1264402778.meta.json,0,0.625,
1264644472.meta.json,1,1,
126481965.meta.json,0,0.375,
1264895184.meta.json,1,1,
1265038606.meta.json,0,0.25,
1265109412.meta.json,0,0.75,
1265132067.meta.json,0,0.5,
1265134011.meta.json,1,1,
1265832280.meta.json,0,0.75,
1266540213.meta.json,0,0.25,
1266619075.meta.json,0,0.875,
1266770198.meta.json,0,0.75,
1266833547.meta.json,0,0.625,
1266883387.meta.json,0,0.625,
1266919711.meta.json,1,1,
1267027971.meta.json,0,0.625,
1267107473.meta.json,0,0.125,
1267147290.meta.json,0,0.25,
1267262738.meta.json,0,0.875,
1267325687.meta.json,0,0.25,
1267396259.meta.json,0,0.5,
1267423735.meta.json,1,1,
126756027.meta.json,1,1,
